[2025-07-30 07:41:27] =========================================
[2025-07-30 07:42:11] ℹ️ 提取设备：comfast-cf-wr758ac-v1（芯片：mt7628an-soc）
[2025-07-30 07:42:11] ℹ️ 提取设备：mtc（芯片：mt7621-soc）
[2025-07-30 07:42:11] ℹ️ 提取设备：wr1201（芯片：mt7621-soc）
[2025-07-30 07:42:11] ℹ️ 提取设备：mtc-wr1201（芯片：mt7621-soc）
[2025-07-30 07:42:11] ℹ️ 提取设备：mediatek-mt7621-soc（芯片：mt7621-soc）
[2025-07-30 07:42:11] ℹ️ 提取设备：mt7628an（芯片：mt7628an-soc）
[2025-07-30 07:42:11] ℹ️ 提取设备：mediatek-mt7628an-eval-board（芯片：mt7628an-soc）
[2025-07-30 07:42:11] ℹ️ 提取设备：haier（芯片：mt7621-soc）
[2025-07-30 07:42:11] ℹ️ 提取设备：har-20s2u1（芯片：mt7621-soc）
[2025-07-30 07:42:11] ℹ️ 提取设备：haier-har-20s2u1（芯片：mt7621-soc）
[2025-07-30 07:42:11] ℹ️ 提取设备：airlive（芯片：rt5350-soc）
[2025-07-30 07:42:11] ℹ️ 提取设备：air3gii（芯片：rt5350-soc）
[2025-07-30 07:42:11] ℹ️ 提取设备：airlive-air3gii（芯片：rt5350-soc）
[2025-07-30 07:42:11] ℹ️ 提取设备：ralink-rt5350-soc（芯片：rt5350-soc）
[2025-07-30 07:42:11] ℹ️ 提取设备：a8004t（芯片：mt7621-soc）
[2025-07-30 07:42:11] ℹ️ 提取设备：iptime-a8004t（芯片：mt7621-soc）
[2025-07-30 07:42:11] ℹ️ 提取设备：wr1300（芯片：mt7621-soc）
[2025-07-30 07:42:11] ℹ️ 提取设备：cudy-wr1300-v2（芯片：mt7621-soc）
[2025-07-30 07:42:11] ℹ️ 提取设备：re650（芯片：mt7621-soc）
[2025-07-30 07:42:11] ℹ️ 提取设备：tplink-re650-v1（芯片：mt7621-soc）
[2025-07-30 07:42:11] ℹ️ 提取设备：c20（芯片：mt7620a-soc）
[2025-07-30 07:42:11] ℹ️ 提取设备：tplink-archer-c20-v1（芯片：mt7620a-soc）
[2025-07-30 07:42:11] ℹ️ 提取设备：ralink-mt7620a-soc（芯片：mt7620a-soc）
[2025-07-30 07:42:11] ℹ️ 提取设备：routerboard（芯片：mt7621-soc）
[2025-07-30 07:42:11] ℹ️ 提取设备：ltap-2hnd（芯片：mt7621-soc）
[2025-07-30 07:42:11] ℹ️ 提取设备：mikrotik-ltap-2hnd（芯片：mt7621-soc）
[2025-07-30 07:42:11] ℹ️ 提取设备：pps-gpio（芯片：mt7621-soc）
[2025-07-30 07:42:11] ℹ️ 提取设备：pci168c-0030（芯片：mt7621-soc）
[2025-07-30 07:42:11] ℹ️ 提取设备：rt-ac1200（芯片：mt7628an-soc）
[2025-07-30 07:42:11] ℹ️ 提取设备：asus-rt-ac1200-v2（芯片：mt7628an-soc）
[2025-07-30 07:42:12] ℹ️ 提取设备：tl-wr841n（芯片：mt7628an-soc）
[2025-07-30 07:42:12] ℹ️ 提取设备：v13（芯片：mt7628an-soc）
[2025-07-30 07:42:12] ℹ️ 提取设备：tplink-tl-wr841n-v13（芯片：mt7628an-soc）
[2025-07-30 07:42:12] ℹ️ 提取设备：cr6606（芯片：mt7621-soc）
[2025-07-30 07:42:12] ℹ️ 提取设备：xiaomi-mi-router-cr6606（芯片：mt7621-soc）
[2025-07-30 07:42:12] ℹ️ 提取设备：yuncore-m300（芯片：mt7628an-soc）
[2025-07-30 07:42:12] ℹ️ 提取设备：zbt-we2426-b（芯片：mt7628an-soc）
[2025-07-30 07:42:12] ℹ️ 提取设备：zbtlink-zbt-we2426-b（芯片：mt7628an-soc）
[2025-07-30 07:42:12] ℹ️ 提取设备：humax（芯片：mt7620a-soc）
[2025-07-30 07:42:12] ℹ️ 提取设备：e2（芯片：mt7620a-soc）
[2025-07-30 07:42:12] ℹ️ 提取设备：humax-e2（芯片：mt7620a-soc）
[2025-07-30 07:42:12] ℹ️ 提取设备：c20i（芯片：mt7620a-soc）
[2025-07-30 07:42:12] ℹ️ 提取设备：tplink-archer-c20i（芯片：mt7620a-soc）
[2025-07-30 07:42:12] ℹ️ 提取设备：creativebox（芯片：mt7621-soc）
[2025-07-30 07:42:12] ℹ️ 提取设备：xzwifi-creativebox-v1（芯片：mt7621-soc）
[2025-07-30 07:42:12] ℹ️ 提取设备：kingston（芯片：mt7620n-soc）
[2025-07-30 07:42:12] ℹ️ 提取设备：mlw221（芯片：mt7620n-soc）
[2025-07-30 07:42:12] ℹ️ 提取设备：kingston-mlw221（芯片：mt7620n-soc）
[2025-07-30 07:42:12] ℹ️ 提取设备：ralink-mt7620n-soc（芯片：mt7620n-soc）
[2025-07-30 07:42:12] ℹ️ 提取设备：ex6130（芯片：mt7620a-soc）
[2025-07-30 07:42:12] ℹ️ 提取设备：netgear-ex6130（芯片：mt7620a-soc）
[2025-07-30 07:42:12] ℹ️ 提取设备：zbtlink-zbt-we1026-h（芯片：we1026）
[2025-07-30 07:42:12] ℹ️ 提取设备：zbtlink-zbt-we1026（芯片：we1026）
[2025-07-30 07:42:12] ℹ️ 提取设备：mofi（芯片：rt3052-soc）
[2025-07-30 07:42:12] ℹ️ 提取设备：mofi3500-3gn（芯片：rt3052-soc）
[2025-07-30 07:42:12] ℹ️ 提取设备：mofinetwork-mofi3500-3gn（芯片：rt3052-soc）
[2025-07-30 07:42:12] ℹ️ 提取设备：ralink-rt3052-soc（芯片：rt3052-soc）
[2025-07-30 07:42:12] ℹ️ 提取设备：cfi-flash（芯片：rt3052-soc）
[2025-07-30 07:42:12] ℹ️ 提取设备：ax23（芯片：mt7621-soc）
[2025-07-30 07:42:12] ℹ️ 提取设备：tplink-archer-ax23-v1（芯片：mt7621-soc）
[2025-07-30 07:42:12] ℹ️ 提取设备：phicomm（芯片：mt7620a-soc）
[2025-07-30 07:42:12] ℹ️ 提取设备：psg1218（芯片：mt7620a-soc）
[2025-07-30 07:42:13] ℹ️ 提取设备：revb（芯片：mt7620a-soc）
[2025-07-30 07:42:13] ℹ️ 提取设备：phicomm-psg1218b（芯片：mt7620a-soc）
[2025-07-30 07:42:13] ℹ️ 提取设备：phicomm-psg1218（芯片：mt7620a-soc）
[2025-07-30 07:42:13] ℹ️ 提取设备：all5002（芯片：rt3352-soc）
[2025-07-30 07:42:13] ℹ️ 提取设备：allnet-all5002（芯片：rt3352-soc）
[2025-07-30 07:42:13] ℹ️ 提取设备：ralink-rt3352-soc（芯片：rt3352-soc）
[2025-07-30 07:42:13] ℹ️ 提取设备：inxp-pcf8574a（芯片：rt3352-soc）
[2025-07-30 07:42:13] ℹ️ 提取设备：national-lm92（芯片：rt3352-soc）
[2025-07-30 07:42:13] ℹ️ 提取设备：hiwifi（芯片：mt7628an-soc）
[2025-07-30 07:42:13] ℹ️ 提取设备：hc5861b（芯片：mt7628an-soc）
[2025-07-30 07:42:13] ℹ️ 提取设备：hiwifi-hc5861b（芯片：mt7628an-soc）
[2025-07-30 07:42:13] ℹ️ 提取设备：maginon（芯片：mt7621-soc）
[2025-07-30 07:42:13] ℹ️ 提取设备：mc-1200ac（芯片：mt7621-soc）
[2025-07-30 07:42:13] ℹ️ 提取设备：maginon-mc-1200ac（芯片：mt7621-soc）
[2025-07-30 07:42:13] ℹ️ 提取设备：lenovo（芯片：mt7620a-soc）
[2025-07-30 07:42:13] ℹ️ 提取设备：y1s（芯片：mt7620a-soc）
[2025-07-30 07:42:13] ℹ️ 提取设备：lenovo-newifi-y1s（芯片：mt7620a-soc）
[2025-07-30 07:42:13] ℹ️ 提取设备：lenovo-newifi-y1（芯片：mt7620a-soc）
[2025-07-30 07:42:13] ℹ️ 提取设备：la（芯片：rt3052-soc）
[2025-07-30 07:42:13] ℹ️ 提取设备：fonera（芯片：rt3052-soc）
[2025-07-30 07:42:13] ℹ️ 提取设备：20n（芯片：rt3052-soc）
[2025-07-30 07:42:13] ℹ️ 提取设备：fon-fonera-20n（芯片：rt3052-soc）
[2025-07-30 07:42:13] ℹ️ 提取设备：swconfig-port（芯片：rt3052-soc）
[2025-07-30 07:42:13] ℹ️ 提取设备：wn-gx300gr（芯片：mt7621-soc）
[2025-07-30 07:42:13] ℹ️ 提取设备：iodata-wn-gx300gr（芯片：mt7621-soc）
[2025-07-30 07:42:13] ℹ️ 提取设备：dap-1350（芯片：rt3052-soc）
[2025-07-30 07:42:13] ℹ️ 提取设备：dlink-dap-1350（芯片：rt3052-soc）
[2025-07-30 07:42:13] ℹ️ 提取设备：d-team（芯片：mt7621-soc）
[2025-07-30 07:42:13] ℹ️ 提取设备：newifi（芯片：mt7621-soc）
[2025-07-30 07:42:13] ℹ️ 提取设备：d2（芯片：mt7621-soc）
[2025-07-30 07:42:13] ℹ️ 提取设备：d-team-newifi-d2（芯片：mt7621-soc）
[2025-07-30 07:42:13] ℹ️ 提取设备：upvel（芯片：rt3052-soc）
[2025-07-30 07:42:13] ℹ️ 提取设备：ur-326n4g（芯片：rt3052-soc）
[2025-07-30 07:42:13] ℹ️ 提取设备：upvel-ur-326n4g（芯片：rt3052-soc）
[2025-07-30 07:42:13] ℹ️ 提取设备：wrc-2533gst2（芯片：mt7621-soc）
[2025-07-30 07:42:13] ℹ️ 提取设备：elecom-wrc-2533gst2（芯片：mt7621-soc）
[2025-07-30 07:42:13] ℹ️ 提取设备：mt7621（芯片：mt7621-soc）
[2025-07-30 07:42:14] ℹ️ 提取设备：mediatek-mt7621-eval-board（芯片：mt7621-soc）
[2025-07-30 07:42:14] ℹ️ 提取设备：wl-wn531a3（芯片：mt7628an-soc）
[2025-07-30 07:42:14] ℹ️ 提取设备：wavlink-wl-wn531a3（芯片：mt7628an-soc）
[2025-07-30 07:42:14] ℹ️ 提取设备：mercury（芯片：mt7628an-soc）
[2025-07-30 07:42:14] ℹ️ 提取设备：mac1200r（芯片：mt7628an-soc）
[2025-07-30 07:42:14] ℹ️ 提取设备：mercury-mac1200r-v2（芯片：mt7628an-soc）
[2025-07-30 07:42:14] ℹ️ 提取设备：belkin（芯片：rt3883-soc）
[2025-07-30 07:42:14] ℹ️ 提取设备：f9k1109（芯片：rt3883-soc）
[2025-07-30 07:42:14] ℹ️ 提取设备：version（芯片：rt3883-soc）
[2025-07-30 07:42:14] ℹ️ 提取设备：10（芯片：rt3883-soc）
[2025-07-30 07:42:14] ℹ️ 提取设备：belkin-f9k1109v1（芯片：rt3883-soc）
[2025-07-30 07:42:14] ℹ️ 提取设备：ralink-rt3883-soc（芯片：rt3883-soc）
[2025-07-30 07:42:14] ℹ️ 提取设备：pci1814-3091（芯片：rt3883-soc）
[2025-07-30 07:42:14] ℹ️ 提取设备：trendnet（芯片：mt7620a-soc）
[2025-07-30 07:42:14] ℹ️ 提取设备：tew-810dr（芯片：mt7620a-soc）
[2025-07-30 07:42:14] ℹ️ 提取设备：trendnet-tew-810dr（芯片：mt7620a-soc）
[2025-07-30 07:42:14] ℹ️ 提取设备：re200（芯片：mt7628an-soc）
[2025-07-30 07:42:14] ℹ️ 提取设备：tplink-re200-v4（芯片：mt7628an-soc）
[2025-07-30 07:42:14] ℹ️ 提取设备：x5000r（芯片：mt7621-soc）
[2025-07-30 07:42:14] ℹ️ 提取设备：totolink-x5000r（芯片：mt7621-soc）
[2025-07-30 07:42:14] ℹ️ 提取设备：xiaoyu（芯片：mt7621-soc）
[2025-07-30 07:42:14] ℹ️ 提取设备：xy-c5（芯片：mt7621-soc）
[2025-07-30 07:42:14] ℹ️ 提取设备：xiaoyu-xy-c5（芯片：mt7621-soc）
[2025-07-30 07:42:14] ℹ️ 提取设备：cudy-wr1300-v3（芯片：mt7621-soc）
[2025-07-30 07:42:14] ℹ️ 提取设备：wzr-agl300nh（芯片：rt2880-soc）
[2025-07-30 07:42:14] ℹ️ 提取设备：buffalo-wzr-agl300nh（芯片：rt2880-soc）
[2025-07-30 07:42:14] ℹ️ 提取设备：ralink-rt2880-soc（芯片：rt2880-soc）
[2025-07-30 07:42:14] ℹ️ 提取设备：realtek-rtl8366s（芯片：rt2880-soc）
[2025-07-30 07:42:14] ℹ️ 提取设备：dir-610（芯片：rt5350-soc）
[2025-07-30 07:42:14] ℹ️ 提取设备：dlink-dir-610-a1（芯片：rt5350-soc）
[2025-07-30 07:42:14] ℹ️ 提取设备：seama（芯片：rt5350-soc）
[2025-07-30 07:42:14] ℹ️ 提取设备：c50（芯片：mt7620a-soc）
[2025-07-30 07:42:14] ℹ️ 提取设备：tplink-archer-c50-v1（芯片：mt7620a-soc）
[2025-07-30 07:42:14] ℹ️ 提取设备：aximcom（芯片：rt3052-soc）
[2025-07-30 07:42:15] ℹ️ 提取设备：mr-102n（芯片：rt3052-soc）
[2025-07-30 07:42:15] ℹ️ 提取设备：aximcom-mr-102n（芯片：rt3052-soc）
[2025-07-30 07:42:15] ℹ️ 提取设备：easyacc（芯片：rt5350-soc）
[2025-07-30 07:42:15] ℹ️ 提取设备：wi-stor（芯片：rt5350-soc）
[2025-07-30 07:42:15] ℹ️ 提取设备：wizard（芯片：rt5350-soc）
[2025-07-30 07:42:15] ℹ️ 提取设备：8800（芯片：rt5350-soc）
[2025-07-30 07:42:15] ℹ️ 提取设备：easyacc-wizard-8800（芯片：rt5350-soc）
[2025-07-30 07:42:15] ℹ️ 提取设备：esr600（芯片：mt7620a-soc）
[2025-07-30 07:42:15] ℹ️ 提取设备：engenius-esr600（芯片：mt7620a-soc）
[2025-07-30 07:42:15] ℹ️ 提取设备：pci1814-5592（芯片：mt7620a-soc）
[2025-07-30 07:42:15] ℹ️ 提取设备：zbt-wg3526（芯片：mt7621-soc）
[2025-07-30 07:42:15] ℹ️ 提取设备：16m（芯片：mt7621-soc）
[2025-07-30 07:42:15] ℹ️ 提取设备：zbtlink-zbt-wg3526-16m（芯片：mt7621-soc）
[2025-07-30 07:42:15] ℹ️ 提取设备：zbtlink-zbt-wg3526（芯片：mt7621-soc）
[2025-07-30 07:42:15] ℹ️ 提取设备：gl-mt750（芯片：mt7620a-soc）
[2025-07-30 07:42:15] ℹ️ 提取设备：glinet-gl-mt750（芯片：mt7620a-soc）
[2025-07-30 07:42:15] ℹ️ 提取设备：kn-3211（芯片：mt7628an-soc）
[2025-07-30 07:42:15] ℹ️ 提取设备：keenetic-kn-3211（芯片：mt7628an-soc）
[2025-07-30 07:42:15] ℹ️ 提取设备：prolink（芯片：rt3052-soc）
[2025-07-30 07:42:15] ℹ️ 提取设备：pwh2004（芯片：rt3052-soc）
[2025-07-30 07:42:15] ℹ️ 提取设备：prolink-pwh2004（芯片：rt3052-soc）
[2025-07-30 07:42:15] ℹ️ 提取设备：hc5761a（芯片：mt7628an-soc）
[2025-07-30 07:42:15] ℹ️ 提取设备：hiwifi-hc5761a（芯片：mt7628an-soc）
[2025-07-30 07:42:15] ℹ️ 提取设备：nexx-wt3020（芯片：mt7620n-soc）
[2025-07-30 07:42:15] ℹ️ 提取设备：m1200（芯片：mt7628an-soc）
[2025-07-30 07:42:15] ℹ️ 提取设备：cudy-m1200-v1（芯片：mt7628an-soc）
[2025-07-30 07:42:15] ℹ️ 提取设备：kn-1112（芯片：mt7628an-soc）
[2025-07-30 07:42:15] ℹ️ 提取设备：keenetic-kn-1112（芯片：mt7628an-soc）
[2025-07-30 07:42:15] ℹ️ 提取设备：wli-tx4-ag300n（芯片：rt2880-soc）
[2025-07-30 07:42:15] ℹ️ 提取设备：buffalo-wli-tx4-ag300n（芯片：rt2880-soc）
[2025-07-30 07:42:16] ℹ️ 提取设备：poray（芯片：rt5350-soc）
[2025-07-30 07:42:16] ℹ️ 提取设备：m3（芯片：rt5350-soc）
[2025-07-30 07:42:16] ℹ️ 提取设备：poray-m3（芯片：rt5350-soc）
[2025-07-30 07:42:16] ℹ️ 提取设备：oy-0001（芯片：mt7620a-soc）
[2025-07-30 07:42:16] ℹ️ 提取设备：ohyeah-oy-0001（芯片：mt7620a-soc）
[2025-07-30 07:42:16] ℹ️ 提取设备：dir-882（芯片：mt7621-soc）
[2025-07-30 07:42:16] ℹ️ 提取设备：r1（芯片：mt7621-soc）
[2025-07-30 07:42:16] ℹ️ 提取设备：dlink-dir-882-r1（芯片：mt7621-soc）
[2025-07-30 07:42:16] ℹ️ 提取设备：m1300（芯片：mt7621-soc）
[2025-07-30 07:42:16] ℹ️ 提取设备：cudy-m1300-v2（芯片：mt7621-soc）
[2025-07-30 07:42:16] ℹ️ 提取设备：nexaira（芯片：rt3052-soc）
[2025-07-30 07:42:16] ℹ️ 提取设备：bc2（芯片：rt3052-soc）
[2025-07-30 07:42:16] ℹ️ 提取设备：nexaira-bc2（芯片：rt3052-soc）
[2025-07-30 07:42:16] ℹ️ 提取设备：dcs-930（芯片：rt3050-soc）
[2025-07-30 07:42:16] ℹ️ 提取设备：dlink-dcs-930（芯片：rt3050-soc）
[2025-07-30 07:42:16] ℹ️ 提取设备：ralink-rt3050-soc（芯片：rt3050-soc）
[2025-07-30 07:42:16] ℹ️ 提取设备：zbt-we1026-h（芯片：we1026）
[2025-07-30 07:42:16] ℹ️ 提取设备：zbtlink-zbt-we1026-h-32m（芯片：we1026）
[2025-07-30 07:42:16] ℹ️ 提取设备：r700（芯片：mt7621-soc）
[2025-07-30 07:42:16] ℹ️ 提取设备：cudy-r700（芯片：mt7621-soc）
[2025-07-30 07:42:16] ℹ️ 提取设备：nixcorex1（芯片：rt5350-soc）
[2025-07-30 07:42:16] ℹ️ 提取设备：8m（芯片：rt5350-soc）
[2025-07-30 07:42:16] ℹ️ 提取设备：nixcore-x1-8m（芯片：rt5350-soc）
[2025-07-30 07:42:16] ℹ️ 提取设备：nixcore-x1（芯片：rt5350-soc）
[2025-07-30 07:42:16] ℹ️ 提取设备：tl-wpa8631p（芯片：mt7621-soc）
[2025-07-30 07:42:16] ℹ️ 提取设备：tplink-tl-wpa8631p-v3（芯片：mt7621-soc）
[2025-07-30 07:42:16] ℹ️ 提取设备：tplink-firmware（芯片：mt7621-soc）
[2025-07-30 07:42:16] ℹ️ 提取设备：lte7490-m904（芯片：mt7621-soc）
[2025-07-30 07:42:16] ℹ️ 提取设备：zyxel-lte7490-m904（芯片：mt7621-soc）
[2025-07-30 07:42:16] ℹ️ 提取设备：nwa55axe（芯片：mt7621-soc）
[2025-07-30 07:42:16] ℹ️ 提取设备：zyxel-nwa55axe（芯片：mt7621-soc）
[2025-07-30 07:42:17] ℹ️ 提取设备：cj-hello（芯片：mt7621-soc）
[2025-07-30 07:42:17] ℹ️ 提取设备：hyc-g920（芯片：mt7621-soc）
[2025-07-30 07:42:17] ℹ️ 提取设备：hanyang-hyc-g920（芯片：mt7621-soc）
[2025-07-30 07:42:17] ℹ️ 提取设备：kimax（芯片：mt7620n-soc）
[2025-07-30 07:42:17] ℹ️ 提取设备：u35wf（芯片：mt7620n-soc）
[2025-07-30 07:42:17] ℹ️ 提取设备：kimax-u35wf（芯片：mt7620n-soc）
[2025-07-30 07:42:17] ℹ️ 提取设备：tenda（芯片：rt3050-soc）
[2025-07-30 07:42:17] ℹ️ 提取设备：w150m（芯片：rt3050-soc）
[2025-07-30 07:42:17] ℹ️ 提取设备：tenda-w150m（芯片：rt3050-soc）
[2025-07-30 07:42:17] ℹ️ 提取设备：tew-691gr（芯片：rt3883-soc）
[2025-07-30 07:42:17] ℹ️ 提取设备：trendnet-tew-691gr（芯片：rt3883-soc）
[2025-07-30 07:42:17] ℹ️ 提取设备：ralink（芯片：mt7620a-soc）
[2025-07-30 07:42:17] ℹ️ 提取设备：mt7620a（芯片：mt7620a-soc）
[2025-07-30 07:42:17] ℹ️ 提取设备：ralink-mt7620a-mt7610e-evb（芯片：mt7620a-soc）
[2025-07-30 07:42:17] ℹ️ 提取设备：zbt-ape522ii（芯片：mt7620a-soc）
[2025-07-30 07:42:17] ℹ️ 提取设备：zbtlink-zbt-ape522ii（芯片：mt7620a-soc）
[2025-07-30 07:42:17] ℹ️ 提取设备：vonets（芯片：mt7620n-soc）
[2025-07-30 07:42:17] ℹ️ 提取设备：var11n-300（芯片：mt7620n-soc）
[2025-07-30 07:42:17] ℹ️ 提取设备：vonets-var11n-300（芯片：mt7620n-soc）
[2025-07-30 07:42:17] ℹ️ 提取设备：wnpr2600g（芯片：mt7621-soc）
[2025-07-30 07:42:17] ℹ️ 提取设备：iodata-wnpr2600g（芯片：mt7621-soc）
[2025-07-30 07:42:17] ℹ️ 提取设备：hongdian（芯片：mt7620a-soc）
[2025-07-30 07:42:17] ℹ️ 提取设备：h8922（芯片：mt7620a-soc）
[2025-07-30 07:42:17] ℹ️ 提取设备：v30（芯片：mt7620a-soc）
[2025-07-30 07:42:17] ℹ️ 提取设备：hongdian-h8922-v30（芯片：mt7620a-soc）
[2025-07-30 07:42:17] ℹ️ 提取设备：w502u（芯片：rt3052-soc）
[2025-07-30 07:42:17] ℹ️ 提取设备：alfa-network-w502u（芯片：rt3052-soc）
[2025-07-30 07:42:17] ℹ️ 提取设备：gl-mt1300（芯片：mt7621-soc）
[2025-07-30 07:42:17] ℹ️ 提取设备：glinet-gl-mt1300（芯片：mt7621-soc）
[2025-07-30 07:42:17] ℹ️ 提取设备：re7000（芯片：mt7621-soc）
[2025-07-30 07:42:17] ℹ️ 提取设备：linksys-re7000（芯片：mt7621-soc）
[2025-07-30 07:42:18] ℹ️ 提取设备：unbranded（芯片：rt5350-soc）
[2025-07-30 07:42:18] ℹ️ 提取设备：a5-v11（芯片：rt5350-soc）
[2025-07-30 07:42:18] ℹ️ 提取设备：unbranded-a5-v11（芯片：rt5350-soc）
[2025-07-30 07:42:18] ℹ️ 提取设备：7links（芯片：mt7628an-soc）
[2025-07-30 07:42:18] ℹ️ 提取设备：wlr-1230（芯片：mt7628an-soc）
[2025-07-30 07:42:18] ℹ️ 提取设备：7links-wlr-1230（芯片：mt7628an-soc）
[2025-07-30 07:42:18] ℹ️ 提取设备：whr-600d（芯片：mt7620a-soc）
[2025-07-30 07:42:18] ℹ️ 提取设备：buffalo-whr-600d（芯片：mt7620a-soc）
[2025-07-30 07:42:18] ℹ️ 提取设备：sitecom（芯片：rt3052-soc）
[2025-07-30 07:42:18] ℹ️ 提取设备：wl-351（芯片：rt3052-soc）
[2025-07-30 07:42:18] ℹ️ 提取设备：002（芯片：rt3052-soc）
[2025-07-30 07:42:18] ℹ️ 提取设备：sitecom-wl-351（芯片：rt3052-soc）
[2025-07-30 07:42:18] ℹ️ 提取设备：realtek-rtl8366rb（芯片：rt3052-soc）
[2025-07-30 07:42:18] ℹ️ 提取设备：wiznet（芯片：rt5350-soc）
[2025-07-30 07:42:18] ℹ️ 提取设备：wizfi630a（芯片：rt5350-soc）
[2025-07-30 07:42:18] ℹ️ 提取设备：wiznet-wizfi630a（芯片：rt5350-soc）
[2025-07-30 07:42:18] ℹ️ 提取设备：wn-dx2033gr（芯片：mt7621-soc）
[2025-07-30 07:42:18] ℹ️ 提取设备：iodata-wn-dx2033gr（芯片：mt7621-soc）
[2025-07-30 07:42:18] ℹ️ 提取设备：wrtnode（芯片：mt7620n-soc）
[2025-07-30 07:42:18] ℹ️ 提取设备：wrtnode-wrtnode（芯片：mt7620n-soc）
[2025-07-30 07:42:18] ℹ️ 提取设备：ec330-g5u（芯片：mt7621-soc）
[2025-07-30 07:42:18] ℹ️ 提取设备：tplink-ec330-g5u-v1（芯片：mt7621-soc）
[2025-07-30 07:42:18] ℹ️ 提取设备：nexx（芯片：rt5350-soc）
[2025-07-30 07:42:18] ℹ️ 提取设备：wt1520（芯片：rt5350-soc）
[2025-07-30 07:42:18] ℹ️ 提取设备：4m（芯片：rt5350-soc）
[2025-07-30 07:42:18] ℹ️ 提取设备：nexx-wt1520-4m（芯片：rt5350-soc）
[2025-07-30 07:42:18] ℹ️ 提取设备：nexx-wt1520（芯片：rt5350-soc）
[2025-07-30 07:42:18] ℹ️ 提取设备：amped（芯片：mt7621-soc）
[2025-07-30 07:42:18] ℹ️ 提取设备：ally-00x19k（芯片：mt7621-soc）
[2025-07-30 07:42:18] ℹ️ 提取设备：ampedwireless-ally-00x19k（芯片：mt7621-soc）
[2025-07-30 07:42:18] ℹ️ 提取设备：4a（芯片：mt7621-soc）
[2025-07-30 07:42:18] ℹ️ 提取设备：gigabit（芯片：mt7621-soc）
[2025-07-30 07:42:19] ℹ️ 提取设备：edition（芯片：mt7621-soc）
[2025-07-30 07:42:19] ℹ️ 提取设备：xiaomi-mi-router-4a-gigabit（芯片：mt7621-soc）
[2025-07-30 07:42:19] ℹ️ 提取设备：eap613（芯片：mt7621-soc）
[2025-07-30 07:42:19] ℹ️ 提取设备：tplink-eap613-v1（芯片：mt7621-soc）
[2025-07-30 07:42:19] ℹ️ 提取设备：hootoo（芯片：mt7620n-soc）
[2025-07-30 07:42:19] ℹ️ 提取设备：ht-tm05（芯片：mt7620n-soc）
[2025-07-30 07:42:19] ℹ️ 提取设备：hootoo-ht-tm05（芯片：mt7620n-soc）
[2025-07-30 07:42:19] ℹ️ 提取设备：wf2881（芯片：mt7621-soc）
[2025-07-30 07:42:19] ℹ️ 提取设备：netis-wf2881（芯片：mt7621-soc）
[2025-07-30 07:42:19] ℹ️ 提取设备：3g150b（芯片：rt5350-soc）
[2025-07-30 07:42:19] ℹ️ 提取设备：tenda-3g150b（芯片：rt5350-soc）
[2025-07-30 07:42:19] ℹ️ 提取设备：nbg-419n（芯片：rt3352-soc）
[2025-07-30 07:42:19] ℹ️ 提取设备：zyxel-nbg-419n-v2（芯片：rt3352-soc）
[2025-07-30 07:42:19] ℹ️ 提取设备：dir-615（芯片：rt3352-soc）
[2025-07-30 07:42:19] ℹ️ 提取设备：h1（芯片：rt3352-soc）
[2025-07-30 07:42:19] ℹ️ 提取设备：dlink-dir-615-h1（芯片：rt3352-soc）
[2025-07-30 07:42:19] ℹ️ 提取设备：r7450（芯片：mt7621-soc）
[2025-07-30 07:42:19] ℹ️ 提取设备：netgear-r7450（芯片：mt7621-soc）
[2025-07-30 07:42:19] ℹ️ 提取设备：u7628-01（芯片：mt7628an-soc）
[2025-07-30 07:42:19] ℹ️ 提取设备：flash（芯片：mt7628an-soc）
[2025-07-30 07:42:19] ℹ️ 提取设备：unielec-u7628-01-16m（芯片：mt7628an-soc）
[2025-07-30 07:42:19] ℹ️ 提取设备：unielec-u7628-01（芯片：mt7628an-soc）
[2025-07-30 07:42:19] ℹ️ 提取设备：awusfree1（芯片：mt7628an-soc）
[2025-07-30 07:42:19] ℹ️ 提取设备：alfa-network-awusfree1（芯片：mt7628an-soc）
[2025-07-30 07:42:19] ℹ️ 提取设备：tplink-archer-c2-v1（芯片：mt7620a-soc）
[2025-07-30 07:42:19] ℹ️ 提取设备：linksys-ea7500-v2（芯片：mt7621-soc）
[2025-07-30 07:42:19] ℹ️ 提取设备：omnima（芯片：rt5350-soc）
[2025-07-30 07:42:19] ℹ️ 提取设备：miniembplug（芯片：rt5350-soc）
[2025-07-30 07:42:19] ℹ️ 提取设备：omnima-miniembplug（芯片：rt5350-soc）
[2025-07-30 07:42:19] ℹ️ 提取设备：unbranded-wr512-3gn（芯片：rt3052-soc）
[2025-07-30 07:42:20] ℹ️ 提取设备：youku（芯片：mt7621-soc）
[2025-07-30 07:42:20] ℹ️ 提取设备：yk-l2（芯片：mt7621-soc）
[2025-07-30 07:42:20] ℹ️ 提取设备：youku-yk-l2（芯片：mt7621-soc）
[2025-07-30 07:42:20] ℹ️ 提取设备：edgerouter（芯片：mt7621-soc）
[2025-07-30 07:42:20] ℹ️ 提取设备：x（芯片：mt7621-soc）
[2025-07-30 07:42:20] ℹ️ 提取设备：ubnt-edgerouter-x（芯片：mt7621-soc）
[2025-07-30 07:42:20] ℹ️ 提取设备：winstars（芯片：mt7621-soc）
